date,aqi,Main Pollutant,ozone,PM10,PM25,date_aqi
2015-09-11,32,PM2.5,27,25,32,09/11/2015
2015-09-12,34,PM2.5,32,31,34,09/12/2015
2015-09-13,39,PM10,38,39,38,09/13/2015
2015-09-14,43,Ozone,43,41,34,09/14/2015
2015-09-15,32,Ozone,32,18,28,09/15/2015
2015-09-16,31,Ozone,31,21,30,09/16/2015
2015-09-17,32,PM2.5,32,19,32,09/17/2015
2015-09-18,31,Ozone,31,15,17,09/18/2015
2015-09-19,30,Ozone,30,16,21,09/19/2015
2015-09-20,27,Ozone,27,13,12,09/20/2015
2015-09-21,24,Ozone,24,21,20,09/21/2015
2015-09-22,27,Ozone,27,26,22,09/22/2015
2015-09-23,38,Ozone,38,31,29,09/23/2015
2015-09-24,49,PM2.5,32,39,49,09/24/2015
2015-09-25,51,PM2.5,32,40,51,09/25/2015
2015-09-26,59,PM2.5,31,36,59,09/26/2015
2015-09-27,48,PM2.5,36,25,48,09/27/2015
2015-09-28,46,PM2.5,32,28,46,09/28/2015
2015-09-29,55,PM2.5,36,34,55,09/29/2015
2015-09-30,64,PM2.5,31,44,64,09/30/2015
2015-10-01,50,PM2.5,28,39,50,10/01/2015
2015-10-02,44,PM10,36,44,26,10/02/2015
2015-10-03,27,Ozone,27,18,2,10/03/2015
2015-10-04,27,Ozone,27,14,10,10/04/2015
2015-10-05,26,Ozone,26,21,18,10/05/2015
2015-10-06,33,PM10,26,33,26,10/06/2015
2015-10-07,45,PM10,32,45,34,10/07/2015
2015-10-08,43,PM2.5,19,26,43,10/08/2015
2015-10-09,35,PM2.5,25,29,35,10/09/2015
2015-10-10,39,Ozone,39,20,24,10/10/2015
2015-10-11,40,Ozone,40,15,18,10/11/2015
2015-10-12,35,Ozone,35,17,26,10/12/2015
2015-10-13,36,Ozone,36,27,29,10/13/2015
2015-10-14,35,PM2.5,34,20,35,10/14/2015
2015-10-15,34,Ozone,34,27,23,10/15/2015
2015-10-16,40,PM2.5,28,31,40,10/16/2015
2015-10-17,44,PM2.5,28,31,44,10/17/2015
2015-10-18,65,PM2.5,18,34,65,10/18/2015
2015-10-19,61,PM2.5,24,34,61,10/19/2015
2015-10-20,28,PM2.5,24,21,28,10/20/2015
2015-10-21,40,PM2.5,14,21,40,10/21/2015
2015-10-22,38,PM2.5,22,24,38,10/22/2015
2015-10-23,40,PM2.5,27,28,40,10/23/2015
2015-10-24,42,PM2.5,23,21,42,10/24/2015
2015-10-25,30,PM2.5,29,19,30,10/25/2015
2015-10-26,32,PM2.5,19,21,32,10/26/2015
2015-10-27,17,PM10,17,17,12,10/27/2015
2015-10-28,21,PM10,20,21,29,10/28/2015
2015-10-29,47,PM2.5,11,19,47,10/29/2015
2015-10-30,24,Ozone,24,13,18,10/30/2015
2015-10-31,31,Ozone,31,12,20,10/31/2015
2015-11-01,31,Ozone,31,10,10,11/01/2015
2015-11-02,25,PM2.5,25,20,25,11/02/2015
2015-11-03,29,PM2.5,24,19,29,11/03/2015
2015-11-04,40,PM2.5,26,26,40,11/04/2015
2015-11-05,56,PM2.5,23,25,56,11/05/2015
2015-11-06,64,PM2.5,18,40,64,11/06/2015
2015-11-07,46,PM2.5,27,25,46,11/07/2015
2015-11-08,51,PM2.5,12,19,51,11/08/2015
2015-11-09,20,PM2.5,19,17,20,11/09/2015
2015-11-10,55,PM2.5,17,44,55,11/10/2015
2015-11-11,35,PM2.5,28,21,35,11/11/2015
2015-11-12,42,PM2.5,26,30,42,11/12/2015
2015-11-13,25,Ozone,25,13,9,11/13/2015
2015-11-14,27,PM2.5,26,23,27,11/14/2015
2015-11-15,61,PM2.5,19,42,61,11/15/2015
2015-11-16,31,Ozone,31,19,14,11/16/2015
2015-11-17,16,PM10,30,16,15,11/17/2015
2015-11-18,17,PM10,29,17,15,11/18/2015
2015-11-19,46,PM2.5,28,38,46,11/19/2015
2015-11-20,40,PM2.5,32,28,40,11/20/2015
2015-11-21,74,PM2.5,31,35,74,11/21/2015
2015-11-22,89,PM2.5,21,44,89,11/22/2015
2015-11-23,111,PM2.5,21,69,111,11/23/2015
2015-11-24,55,PM2.5,30,34,55,11/24/2015
2015-11-25,31,Ozone,31,20,30,11/25/2015
2015-11-26,60,PM2.5,24,20,60,11/26/2015
2015-11-27,44,PM2.5,24,16,44,11/27/2015
2015-11-28,43,PM2.5,20,16,43,11/28/2015
2015-11-29,22,PM2.5,19,21,22,11/29/2015
2015-11-30,19,PM10,19,19,39,11/30/2015
2015-12-01,56,PM2.5,19,17,56,12/01/2015
2015-12-02,73,PM2.5,15,28,73,12/02/2015
2015-12-03,91,PM2.5,12,34,91,12/03/2015
2015-12-04,42,PM2.5,20,21,42,12/04/2015
2015-12-05,28,Ozone,28,13,4,12/05/2015
2015-12-06,31,Ozone,31,16,19,12/06/2015
2015-12-07,8,PM10,28,8,2,12/07/2015
2015-12-08,25,Ozone,25,12,3,12/08/2015
2015-12-09,35,Ozone,35,10,5,12/09/2015
2015-12-10,19,PM10,18,19,7,12/10/2015
2015-12-11,20,PM2.5,19,16,20,12/11/2015
2015-12-12,30,PM2.5,23,13,30,12/12/2015
2015-12-13,26,Ozone,26,11,19,12/13/2015
2015-12-14,29,PM2.5,23,21,29,12/14/2015
2015-12-15,39,PM10,19,39,22,12/15/2015
2015-12-16,30,Ozone,30,13,19,12/16/2015
2015-12-17,34,PM2.5,20,15,34,12/17/2015
2015-12-18,31,PM2.5,14,15,31,12/18/2015
2015-12-19,23,PM2.5,20,20,23,12/19/2015
2015-12-20,24,Ozone,24,13,3,12/20/2015
2015-12-21,28,Ozone,28,12,6,12/21/2015
2015-12-22,27,Ozone,27,12,10,12/22/2015
2015-12-23,38,PM2.5,23,14,38,12/23/2015
2015-12-24,26,Ozone,26,15,15,12/24/2015
2015-12-25,31,PM2.5,21,16,31,12/25/2015
2015-12-26,63,PM2.5,23,19,63,12/26/2015
2015-12-27,59,PM2.5,24,16,59,12/27/2015
2015-12-28,56,PM2.5,25,16,56,12/28/2015
2015-12-29,47,PM2.5,25,13,47,12/29/2015
2015-12-30,40,PM2.5,22,10,40,12/30/2015
2015-12-31,28,PM2.5,24,9,28,12/31/2015
2016-01-01,29,Ozone,29,10,13,01/01/2016
2016-01-02,33,PM2.5,26,12,33,01/02/2016
2016-01-03,24,PM2.5,19,13,24,01/03/2016
2016-01-04,48,PM2.5,19,12,48,01/04/2016
2016-01-05,63,PM2.5,13,22,63,01/05/2016
2016-01-06,77,PM2.5,11,26,77,01/06/2016
2016-01-07,54,PM2.5,29,24,54,01/07/2016
2016-01-08,30,PM2.5,29,19,30,01/08/2016
2016-01-09,39,PM2.5,15,15,39,01/09/2016
2016-01-10,40,PM2.5,16,15,40,01/10/2016
2016-01-11,49,PM2.5,26,16,49,01/11/2016
2016-01-12,52,PM2.5,25,20,52,01/12/2016
2016-01-13,45,PM2.5,23,21,45,01/13/2016
2016-01-14,30,Ozone,30,9,8,01/14/2016
2016-01-15,28,PM2.5,25,13,28,01/15/2016
2016-01-16,43,PM2.5,27,14,43,01/16/2016
2016-01-17,40,PM2.5,19,17,40,01/17/2016
2016-01-18,35,PM2.5,20,16,35,01/18/2016
2016-01-19,38,PM2.5,20,14,38,01/19/2016
2016-01-20,18,Ozone,18,12,11,01/20/2016
2016-01-21,42,PM2.5,22,12,42,01/21/2016
2016-01-22,57,PM2.5,13,15,57,01/22/2016
2016-01-23,34,PM2.5,17,14,34,01/23/2016
2016-01-24,22,PM2.5,22,11,22,01/24/2016
2016-01-25,21,Ozone,21,20,20,01/25/2016
2016-01-26,55,PM2.5,19,31,55,01/26/2016
2016-01-27,49,PM2.5,11,23,49,01/27/2016
2016-01-28,31,Ozone,31,16,30,01/28/2016
2016-01-29,31,Ozone,31,8,5,01/29/2016
2016-01-30,30,Ozone,30,10,9,01/30/2016
2016-01-31,31,Ozone,31,9,21,01/31/2016
2016-02-01,27,Ozone,27,10,15,02/01/2016
2016-02-02,31,PM2.5,28,17,31,02/02/2016
2016-02-03,57,PM2.5,30,20,57,02/03/2016
2016-02-04,25,PM2.5,25,15,25,02/04/2016
2016-02-05,30,Ozone,30,15,12,02/05/2016
2016-02-06,37,Ozone,37,24,8,02/06/2016
2016-02-07,49,PM2.5,33,44,49,02/07/2016
2016-02-08,60,PM2.5,28,60,60,02/08/2016
2016-02-09,61,PM2.5,21,58,61,02/09/2016
2016-02-10,67,PM10,16,67,63,02/10/2016
2016-02-11,67,PM10,34,67,55,02/11/2016
2016-02-12,32,PM2.5,16,23,32,02/12/2016
2016-02-13,30,Ozone,30,18,8,02/13/2016
2016-02-14,26,Ozone,26,22,3,02/14/2016
2016-02-15,33,PM10,33,33,7,02/15/2016
2016-02-16,31,PM10,21,31,5,02/16/2016
2016-02-17,44,PM10,11,44,14,02/17/2016
2016-02-18,34,Ozone,34,18,7,02/18/2016
2016-02-19,31,Ozone,31,23,3,02/19/2016
2016-02-20,36,Ozone,36,21,2,02/20/2016
2016-02-21,41,PM10,29,41,18,02/21/2016
2016-02-22,57,PM10,33,57,18,02/22/2016
2016-02-23,72,PM10,31,72,31,02/23/2016
2016-02-24,68,PM10,29,68,22,02/24/2016
2016-02-25,67,PM10,29,67,24,02/25/2016
2016-02-26,76,PM10,28,76,21,02/26/2016
2016-02-27,47,PM10,26,47,32,02/27/2016
2016-02-28,38,Ozone,38,32,20,02/28/2016
2016-02-29,36,Ozone,36,31,19,02/29/2016
2016-03-01,36,PM10,26,36,29,03/01/2016
2016-03-02,32,Ozone,32,30,18,03/02/2016
2016-03-03,27,PM10,24,27,26,03/03/2016
2016-03-04,57,PM10,37,57,24,03/04/2016
2016-03-05,51,PM2.5,13,24,51,03/05/2016
2016-03-06,28,Ozone,28,12,8,03/06/2016
2016-03-07,42,PM10,34,42,25,03/07/2016
2016-03-08,51,PM10,36,51,20,03/08/2016
2016-03-09,52,PM10,31,52,29,03/09/2016
2016-03-10,34,Ozone,34,15,12,03/10/2016
2016-03-11,53,PM10,35,53,7,03/11/2016
2016-03-12,38,Ozone,38,13,12,03/12/2016
2016-03-13,39,Ozone,39,16,5,03/13/2016
2016-03-14,35,Ozone,35,16,10,03/14/2016
2016-03-15,31,Ozone,31,17,3,03/15/2016
2016-03-16,35,Ozone,35,32,11,03/16/2016
2016-03-17,39,Ozone,39,19,16,03/17/2016
2016-03-18,37,Ozone,37,31,12,03/18/2016
2016-03-19,37,PM10,36,37,13,03/19/2016
2016-03-20,37,Ozone,37,32,27,03/20/2016
2016-03-21,40,Ozone,40,34,38,03/21/2016
2016-03-22,32,PM10,29,32,17,03/22/2016
2016-03-23,30,Ozone,30,15,8,03/23/2016
2016-03-24,31,Ozone,31,10,2,03/24/2016
2016-03-25,31,Ozone,31,14,8,03/25/2016
2016-03-26,31,Ozone,31,29,18,03/26/2016
2016-03-27,32,Ozone,32,19,13,03/27/2016
2016-03-28,33,Ozone,33,10,17,03/28/2016
2016-03-29,40,Ozone,40,21,13,03/29/2016
2016-03-30,35,PM10,32,35,22,03/30/2016
2016-03-31,36,Ozone,36,26,11,03/31/2016
2016-04-01,47,PM10,34,47,16,04/01/2016
2016-04-02,43,PM10,35,43,23,04/02/2016
2016-04-03,40,Ozone,40,27,26,04/03/2016
2016-04-04,39,Ozone,39,33,13,04/04/2016
2016-04-05,37,Ozone,37,23,8,04/05/2016
2016-04-06,35,Ozone,35,31,5,04/06/2016
2016-04-07,37,PM10,36,37,24,04/07/2016
2016-04-08,45,PM10,36,45,24,04/08/2016
2016-04-09,42,Ozone,42,40,24,04/09/2016
2016-04-10,39,Ozone,39,22,5,04/10/2016
2016-04-11,40,Ozone,40,35,17,04/11/2016
2016-04-12,38,PM10,35,38,26,04/12/2016
2016-04-13,38,Ozone,38,21,20,04/13/2016
2016-04-14,33,Ozone,33,17,8,04/14/2016
2016-04-15,43,Ozone,43,24,23,04/15/2016
2016-04-16,39,Ozone,39,18,23,04/16/2016
2016-04-17,42,Ozone,42,18,18,04/17/2016
2016-04-18,45,Ozone,45,31,19,04/18/2016
2016-04-19,45,Ozone,45,40,22,04/19/2016
2016-04-20,48,Ozone,48,41,20,04/20/2016
2016-04-21,43,Ozone,43,40,21,04/21/2016
2016-04-22,43,PM10,39,43,21,04/22/2016
2016-04-23,34,Ozone,34,16,19,04/23/2016
2016-04-24,31,Ozone,31,12,13,04/24/2016
2016-04-25,29,Ozone,29,17,17,04/25/2016
2016-04-26,31,Ozone,31,18,20,04/26/2016
2016-04-27,37,Ozone,37,16,10,04/27/2016
2016-04-28,41,Ozone,41,18,5,04/28/2016
2016-04-29,35,Ozone,35,29,16,04/29/2016
2016-04-30,34,Ozone,34,17,9,04/30/2016
2016-05-01,45,Ozone,45,15,13,05/01/2016
2016-05-02,49,Ozone,49,28,9,05/02/2016
2016-05-03,44,Ozone,44,31,20,05/03/2016
2016-05-04,44,Ozone,44,33,17,05/04/2016
2016-05-05,44,Ozone,44,39,27,05/05/2016
2016-05-06,44,Ozone,44,28,30,05/06/2016
2016-05-07,44,Ozone,44,31,33,05/07/2016
2016-05-08,45,Ozone,45,30,29,05/08/2016
2016-05-09,32,Ozone,32,10,5,05/09/2016
2016-05-10,36,Ozone,36,16,15,05/10/2016
2016-05-11,30,Ozone,30,18,14,05/11/2016
2016-05-12,40,PM10,32,40,15,05/12/2016
2016-05-13,41,Ozone,41,13,12,05/13/2016
2016-05-14,41,Ozone,41,16,18,05/14/2016
2016-05-15,43,Ozone,43,16,13,05/15/2016
2016-05-16,34,Ozone,34,15,13,05/16/2016
2016-05-17,38,Ozone,38,20,19,05/17/2016
2016-05-18,41,Ozone,41,29,29,05/18/2016
2016-05-19,34,Ozone,34,16,14,05/19/2016
2016-05-20,19,Ozone,19,11,10,05/20/2016
2016-05-21,29,Ozone,29,10,4,05/21/2016
2016-05-22,29,Ozone,29,7,4,05/22/2016
2016-05-23,22,Ozone,22,9,9,05/23/2016
2016-05-24,31,Ozone,31,11,8,05/24/2016
2016-05-25,23,Ozone,23,18,16,05/25/2016
2016-05-26,31,Ozone,31,20,19,05/26/2016
2016-05-27,37,Ozone,37,22,16,05/27/2016
2016-05-28,41,Ozone,41,17,20,05/28/2016
2016-05-29,31,Ozone,31,15,18,05/29/2016
2016-05-30,35,Ozone,35,12,7,05/30/2016
2016-05-31,38,Ozone,38,19,10,05/31/2016
2016-06-01,38,Ozone,38,25,15,06/01/2016
2016-06-02,19,PM10,41,19,13,06/02/2016
2016-06-03,45,Ozone,45,21,12,06/03/2016
2016-06-04,38,Ozone,38,21,18,06/04/2016
2016-06-05,44,Ozone,44,22,21,06/05/2016
2016-06-06,40,Ozone,40,31,23,06/06/2016
2016-06-07,43,PM10,40,43,35,06/07/2016
2016-06-08,37,PM2.5,40,30,37,06/08/2016
2016-06-09,40,Ozone,40,20,16,06/09/2016
2016-06-10,29,Ozone,29,28,16,06/10/2016
2016-06-11,38,Ozone,38,13,6,06/11/2016
2016-06-12,15,PM10,36,15,9,06/12/2016
2016-06-13,19,PM10,35,19,13,06/13/2016
2016-06-14,34,Ozone,34,10,6,06/14/2016
2016-06-15,36,Ozone,36,15,9,06/15/2016
2016-06-16,30,Ozone,30,11,6,06/16/2016
2016-06-17,36,Ozone,36,13,14,06/17/2016
2016-06-18,31,Ozone,31,16,12,06/18/2016
2016-06-19,31,Ozone,31,11,9,06/19/2016
2016-06-20,32,Ozone,32,19,24,06/20/2016
2016-06-21,35,Ozone,35,24,19,06/21/2016
2016-06-22,38,Ozone,38,19,16,06/22/2016
2016-06-23,38,Ozone,38,26,15,06/23/2016
2016-06-24,27,Ozone,27,13,9,06/24/2016
2016-06-25,18,Ozone,18,14,6,06/25/2016
2016-06-26,30,Ozone,30,14,11,06/26/2016
2016-06-27,35,Ozone,35,19,13,06/27/2016
2016-06-28,40,Ozone,40,25,17,06/28/2016
2016-06-29,40,Ozone,40,26,16,06/29/2016
2016-06-30,46,Ozone,46,30,20,06/30/2016
2016-07-01,46,Ozone,46,29,29,07/01/2016
2016-07-02,39,Ozone,39,25,28,07/02/2016
2016-07-03,33,Ozone,33,26,10,07/03/2016
2016-07-04,21,PM10,30,21,17,07/04/2016
2016-07-05,28,Ozone,28,22,24,07/05/2016
2016-07-06,27,Ozone,27,13,5,07/06/2016
2016-07-07,25,Ozone,25,15,4,07/07/2016
2016-07-08,24,Ozone,24,16,13,07/08/2016
2016-07-09,13,PM10,27,13,10,07/09/2016
2016-07-10,31,Ozone,31,11,9,07/10/2016
2016-07-11,19,Ozone,19,13,10,07/11/2016
2016-07-12,29,Ozone,29,14,6,07/12/2016
2016-07-13,31,Ozone,31,15,9,07/13/2016
2016-07-14,38,Ozone,38,19,13,07/14/2016
2016-07-15,41,Ozone,41,19,14,07/15/2016
2016-07-16,31,Ozone,31,16,23,07/16/2016
2016-07-17,31,Ozone,31,11,8,07/17/2016
2016-07-18,32,Ozone,32,19,18,07/18/2016
2016-07-19,40,Ozone,40,21,18,07/19/2016
2016-07-20,41,Ozone,41,19,18,07/20/2016
2016-07-21,42,Ozone,42,24,21,07/21/2016
2016-07-22,42,Ozone,42,29,20,07/22/2016
2016-07-23,39,Ozone,39,15,14,07/23/2016
2016-07-24,33,Ozone,33,18,21,07/24/2016
2016-07-25,31,Ozone,31,26,22,07/25/2016
2016-07-26,28,Ozone,28,27,19,07/26/2016
2016-07-27,31,Ozone,31,20,7,07/27/2016
2016-07-28,32,Ozone,32,21,15,07/28/2016
2016-07-29,30,Ozone,30,27,24,07/29/2016
2016-07-30,38,Ozone,38,25,23,07/30/2016
2016-07-31,36,Ozone,36,25,28,07/31/2016
2016-08-01,32,Ozone,32,26,28,08/01/2016
2016-08-02,47,PM10,44,47,24,08/02/2016
2016-08-03,34,PM10,32,34,20,08/03/2016
2016-08-04,38,Ozone,38,28,14,08/04/2016
2016-08-05,38,Ozone,38,33,13,08/05/2016
2016-08-06,38,Ozone,38,28,21,08/06/2016
2016-08-07,33,Ozone,33,19,30,08/07/2016
2016-08-08,36,Ozone,36,24,35,08/08/2016
2016-08-09,37,Ozone,37,16,14,08/09/2016
2016-08-10,25,Ozone,25,17,13,08/10/2016
2016-08-11,26,Ozone,26,19,22,08/11/2016
2016-08-12,23,PM2.5,23,22,23,08/12/2016
2016-08-13,26,Ozone,26,21,23,08/13/2016
2016-08-14,32,Ozone,32,25,21,08/14/2016
2016-08-15,32,PM10,32,32,24,08/15/2016
2016-08-16,36,Ozone,36,33,30,08/16/2016
2016-08-17,35,Ozone,35,31,28,08/17/2016
2016-08-18,65,PM10,32,65,18,08/18/2016
2016-08-19,28,Ozone,28,24,13,08/19/2016
2016-08-20,30,Ozone,30,21,16,08/20/2016
2016-08-21,41,Ozone,41,28,32,08/21/2016
2016-08-22,41,Ozone,41,38,39,08/22/2016
2016-08-23,50,PM2.5,27,34,50,08/23/2016
2016-08-24,34,Ozone,34,24,10,08/24/2016
2016-08-25,31,Ozone,31,21,14,08/25/2016
2016-08-26,33,Ozone,33,25,13,08/26/2016
2016-08-27,37,PM2.5,34,37,37,08/27/2016
2016-08-28,35,PM2.5,30,28,35,08/28/2016
2016-08-29,43,PM2.5,26,38,43,08/29/2016
2016-08-30,52,PM10,23,52,45,08/30/2016
2016-08-31,61,PM2.5,24,53,61,08/31/2016
2016-09-01,54,PM2.5,35,41,54,09/01/2016
2016-09-02,23,Ozone,23,14,18,09/02/2016
2016-09-03,27,Ozone,27,11,10,09/03/2016
2016-09-04,17,Ozone,17,11,6,09/04/2016
2016-09-05,22,Ozone,22,11,10,09/05/2016
2016-09-06,18,Ozone,18,15,12,09/06/2016
2016-09-07,17,PM10,13,17,10,09/07/2016
2016-09-08,21,Ozone,21,14,7,09/08/2016
2016-09-09,23,Ozone,23,17,10,09/09/2016
2016-09-10,26,Ozone,26,17,15,09/10/2016
2016-09-11,25,Ozone,25,16,14,09/11/2016
2016-09-12,19,Ozone,19,11,5,09/12/2016
2016-09-13,25,Ozone,25,14,12,09/13/2016
2016-09-14,29,Ozone,29,23,25,09/14/2016
2016-09-15,29,Ozone,29,24,27,09/15/2016
2016-09-16,33,PM2.5,31,31,33,09/16/2016
2016-09-17,22,PM10,22,22,17,09/17/2016
2016-09-18,25,Ozone,25,11,4,09/18/2016
2016-09-19,28,Ozone,28,18,15,09/19/2016
2016-09-20,31,Ozone,31,20,17,09/20/2016
2016-09-21,25,Ozone,25,20,11,09/21/2016
2016-09-22,23,Ozone,23,10,3,09/22/2016
2016-09-23,22,Ozone,22,16,8,09/23/2016
2016-09-24,28,Ozone,28,12,10,09/24/2016
2016-09-25,31,Ozone,31,16,21,09/25/2016
2016-09-26,22,Ozone,22,20,16,09/26/2016
2016-09-27,33,Ozone,33,24,20,09/27/2016
2016-09-28,35,PM10,32,35,24,09/28/2016
2016-09-29,43,PM10,19,43,28,09/29/2016
2016-09-30,33,PM2.5,23,26,33,09/30/2016
2016-10-01,35,PM2.5,24,18,35,10/01/2016
2016-10-02,28,PM2.5,25,15,28,10/02/2016
2016-10-03,33,PM2.5,26,25,33,10/03/2016
2016-10-04,24,PM2.5,23,24,24,10/04/2016
2016-10-05,20,Ozone,20,14,15,10/05/2016
2016-10-06,24,Ozone,24,19,23,10/06/2016
2016-10-07,22,PM2.5,17,13,22,10/07/2016
2016-10-08,38,PM2.5,14,16,38,10/08/2016
2016-10-09,22,Ozone,22,12,19,10/09/2016
2016-10-10,27,Ozone,27,10,12,10/10/2016
2016-10-11,26,Ozone,26,15,15,10/11/2016
2016-10-12,40,PM2.5,19,19,40,10/12/2016
2016-10-13,56,PM2.5,7,26,56,10/13/2016
2016-10-14,38,Ozone,38,18,35,10/14/2016
2016-10-15,19,Ozone,19,18,14,10/15/2016
2016-10-16,31,Ozone,31,12,10,10/16/2016
2016-10-17,24,Ozone,24,14,10,10/17/2016
2016-10-18,23,Ozone,23,15,22,10/18/2016
2016-10-19,40,PM2.5,24,18,40,10/19/2016
2016-10-20,46,PM2.5,20,20,46,10/20/2016
2016-10-21,50,PM2.5,19,22,50,10/21/2016
2016-10-22,29,Ozone,29,14,10,10/22/2016
2016-10-23,18,PM10,18,18,14,10/23/2016
2016-10-24,35,PM2.5,7,30,35,10/24/2016
2016-10-25,51,PM2.5,10,26,51,10/25/2016
2016-10-26,30,PM2.5,6,22,30,10/26/2016
2016-10-27,52,PM2.5,7,19,52,10/27/2016
2016-10-28,24,Ozone,24,21,19,10/28/2016
2016-10-29,38,PM2.5,16,21,38,10/29/2016
2016-10-30,56,PM2.5,11,19,56,10/30/2016
2016-10-31,30,Ozone,30,12,8,10/31/2016
2016-11-01,27,Ozone,27,21,14,11/01/2016
2016-11-02,28,PM10,25,28,10,11/02/2016
2016-11-03,39,PM2.5,23,34,39,11/03/2016
2016-11-04,40,PM2.5,12,35,40,11/04/2016
2016-11-05,67,PM2.5,11,34,67,11/05/2016
2016-11-06,51,PM2.5,28,19,51,11/06/2016
2016-11-07,54,PM2.5,16,32,54,11/07/2016
2016-11-08,52,PM2.5,10,41,52,11/08/2016
2016-11-09,69,PM2.5,6,49,69,11/09/2016
2016-11-10,56,PM2.5,10,44,56,11/10/2016
2016-11-11,40,PM2.5,8,18,40,11/11/2016
2016-11-12,35,PM2.5,28,17,35,11/12/2016
2016-11-13,36,Ozone,36,14,8,11/13/2016
2016-11-14,27,Ozone,27,15,13,11/14/2016
2016-11-15,44,PM2.5,26,20,44,11/15/2016
2016-11-16,29,PM2.5,29,15,29,11/16/2016
2016-11-17,53,PM2.5,24,29,53,11/17/2016
2016-11-18,35,PM2.5,20,32,35,11/18/2016
2016-11-19,32,PM2.5,9,22,32,11/19/2016
2016-11-20,48,PM2.5,7,24,48,11/20/2016
2016-11-21,22,Ozone,22,20,19,11/21/2016
2016-11-22,36,PM10,15,36,31,11/22/2016
2016-11-23,18,PM10,18,18,15,11/23/2016
2016-11-24,23,PM10,20,23,6,11/24/2016
2016-11-25,27,PM10,24,27,24,11/25/2016
2016-11-26,33,PM2.5,15,29,33,11/26/2016
2016-11-27,22,PM2.5,20,22,22,11/27/2016
2016-11-28,45,PM2.5,26,32,45,11/28/2016
2016-11-29,46,PM2.5,21,32,46,11/29/2016
2016-11-30,54,PM2.5,20,20,54,11/30/2016
2016-12-01,29,PM2.5,14,19,29,12/01/2016
2016-12-02,27,Ozone,27,15,13,12/02/2016
2016-12-03,26,Ozone,26,8,8,12/03/2016
2016-12-04,34,Ozone,34,9,11,12/04/2016
2016-12-05,32,Ozone,32,12,20,12/05/2016
2016-12-06,27,Ozone,27,10,11,12/06/2016
2016-12-07,26,Ozone,26,18,18,12/07/2016
2016-12-08,28,Ozone,28,13,18,12/08/2016
2016-12-09,27,Ozone,27,15,15,12/09/2016
2016-12-10,19,Ozone,19,13,17,12/10/2016
2016-12-11,31,Ozone,31,18,22,12/11/2016
2016-12-12,33,Ozone,33,12,17,12/12/2016
2016-12-13,57,PM2.5,23,17,57,12/13/2016
2016-12-14,31,Ozone,31,10,24,12/14/2016
2016-12-15,36,Ozone,36,15,13,12/15/2016
2016-12-16,34,Ozone,34,20,30,12/16/2016
2016-12-17,27,Ozone,27,18,24,12/17/2016
2016-12-18,31,Ozone,31,17,26,12/18/2016
2016-12-19,39,Ozone,39,13,12,12/19/2016
2016-12-20,36,Ozone,36,11,14,12/20/2016
2016-12-21,31,Ozone,31,13,20,12/21/2016
2016-12-22,75,PM2.5,24,26,75,12/22/2016
2016-12-23,54,PM2.5,25,16,54,12/23/2016
2016-12-24,27,Ozone,27,14,18,12/24/2016
2016-12-25,25,Ozone,25,14,23,12/25/2016
2016-12-26,34,PM2.5,33,16,34,12/26/2016
2016-12-27,32,Ozone,32,8,0,12/27/2016
2016-12-28,36,Ozone,36,9,2,12/28/2016
2016-12-29,43,PM2.5,29,14,43,12/29/2016
2016-12-30,34,PM2.5,28,13,34,12/30/2016
2016-12-31,48,PM2.5,30,16,48,12/31/2016
2017-01-01,35,Ozone,35,15,13,01/01/2017
2017-01-02,35,Ozone,35,16,13,01/02/2017
2017-01-03,33,Ozone,33,11,13,01/03/2017
2017-01-04,63,PM2.5,24,17,63,01/04/2017
2017-01-05,62,PM2.5,26,19,62,01/05/2017
2017-01-06,76,PM2.5,25,24,76,01/06/2017
2017-01-07,49,PM2.5,29,24,49,01/07/2017
2017-01-08,56,PM2.5,26,14,56,01/08/2017
2017-01-09,51,PM2.5,23,19,51,01/09/2017
2017-01-10,37,Ozone,37,15,23,01/10/2017
2017-01-11,33,Ozone,33,13,28,01/11/2017
2017-01-12,48,PM2.5,26,18,48,01/12/2017
2017-01-13,63,PM2.5,24,18,63,01/13/2017
2017-01-14,72,PM2.5,24,21,72,01/14/2017
2017-01-15,35,PM2.5,25,16,35,01/15/2017
2017-01-16,50,PM2.5,23,17,50,01/16/2017
2017-01-17,69,PM2.5,25,25,69,01/17/2017
2017-01-18,88,PM2.5,12,31,88,01/18/2017
2017-01-19,74,PM2.5,17,38,74,01/19/2017
2017-01-20,58,PM2.5,24,17,58,01/20/2017
2017-01-21,24,Ozone,24,15,22,01/21/2017
2017-01-22,31,PM2.5,30,19,31,01/22/2017
2017-01-23,29,Ozone,29,12,11,01/23/2017
2017-01-24,31,Ozone,31,29,30,01/24/2017
2017-01-25,64,PM2.5,28,23,64,01/25/2017
2017-01-26,52,PM2.5,31,18,52,01/26/2017
2017-01-27,63,PM2.5,32,23,63,01/27/2017
2017-01-28,49,PM2.5,35,21,49,01/28/2017
2017-01-29,70,PM2.5,33,29,70,01/29/2017
2017-01-30,43,PM2.5,41,21,43,01/30/2017
2017-01-31,38,Ozone,38,32,18,01/31/2017
2017-02-01,48,PM10,39,48,12,02/01/2017
2017-02-02,42,PM10,34,42,21,02/02/2017
2017-02-03,34,Ozone,34,17,8,02/03/2017
2017-02-04,29,Ozone,29,14,24,02/04/2017
